"TRI Facility ID","Facility Name","Address","Chemical Name","Industry","Year","Prior Year Release *","Current Year Release *","Percent Change","Pollution Prevention Information (Activity Codes/Text/[Reduction])","P2 Report URL"
"64804JSPRP3877E","JASPER PRODUCTS (DAIRY FARMERS OF AMERICA INC)","3877 E 27TH ST, JOPLIN,MO 64804","Ammonia","311511: Fluid Milk Manufacturing","2013","9,800.00","2,000.00","-79.59","Source Reduction: The closed loop refrigeration system has the following controls to prevent the accidental release of ammonia to the atmosphere.Automated level controls to monitor tank levels.Back up High level floats and electric stop valves to stop ammonia from entering vessels if primary level control probe should fail.Back up High-High level float to provide additional secondary redundancy in case of failure of high level float.System High pressure switches will shut down complete refrigeration system if pressures exceed set points. Each ammonia compressor has individual high pressure alarms and shutdown alarms if pressure should rise above predetermined setpoint.As a last resort; if all of the above protective measures should fail; then high pressure safety relief valves will lift and provide a controlled release of ammonia to atmosphere to prevent a catastrophic vessel failure.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=64804JSPRP3877E&ChemicalId=0007664417&ReportingYear=2013&DocCtrlNum=1313211369552&Opt=0"
"49464BLMRF83009","THE HILLSHIRE BRANDS CO (TYSON FOODS INC)","8300 96TH AVE, ZEELAND,MI 49464","Ammonia","311612: Meat Processed from Carcasses","2014","10,656.00","2,176.00","-79.58","Source Reduction: W52: Modified equipment, layout, or piping","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=49464BLMRF83009&ChemicalId=0007664417&ReportingYear=2014&DocCtrlNum=1314212339372&Opt=0"
"57252VLLYQ200ER","VALLEY QUEEN CHEESE FACTORY INC. (NA)","200 E RAILWAY AVE, MILBANK,SD 57252","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311513: Cheese Manufacturing","2015","40,050.00","8,250.00","-79.4","Source Reduction: W15: Introduced an in-line product quality monitoring or other process analysis system[-15-24%]","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=57252VLLYQ200ER&ChemicalId=N511&ReportingYear=2015&DocCtrlNum=1315213656251&Opt=0"
"49404RCHST999RA","CONTINENTAL DAIRY FACILITIES LLC (SELECT MILK PRODUCERS INC)","999 W RANDALL ST, COOPERSVILLE,MI 49404","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311514: Dry, Condensed, and Evaporated Dairy Product Manufacturing","2016","35,497.00","7,333.02","-79.34","Source Reduction: Source Reduction  - The site performs many audits throughout the year with its chemical supplier to identify opportunities to reduce the amount of chemical we use.  By reducing the amount of chemical we can reduce the amount of Nitrate Compounds generated.Other Environmental Practices: Recycling  - Nitric Acid products are reclaimed and reused for several cycles until it reaches a point of soil contamination that it can no longer be utilized and must be replaced.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=49404RCHST999RA&ChemicalId=N511&ReportingYear=2016&DocCtrlNum=1316215225020&Opt=0"
"6010WRNMLS55SPI","RANA MEAL SOLUTIONS LLC (RANA MEAL SOLUTIONS LLC)","550 SPITZER RD, BARTLETT,IL 60103","Ammonia","311824: Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour","2014","500.00","105.00","-79","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures[-0-4%] Methods to Identify SR Opportunities: T10 : VENDOR ASSISTANCE - Improved vendor tracking of material use   Other Environmental Practices: General Environmental Management  - Improved tracking of total ammonia in system","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=6010WRNMLS55SPI&ChemicalId=0007664417&ReportingYear=2014&DocCtrlNum=1314212855872&Opt=0"
"51442FRMLNINDUS","SMITHFIELD FRESH MEATS CORP-DENISON (UNITED GLOBAL FOODS US HOLDINGS INC)","800 INDUSTRIAL DR, DENISON,IA 51442","Ammonia","311611: Animal (except Poultry) Slaughtering","2018","70,256.40","15,597.00","-77.8","Source Reduction: W19: Other changes in operating practices - DAF operation SOPs, improved management and chemical addition control","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=51442FRMLNINDUS&ChemicalId=0007664417&ReportingYear=2018&DocCtrlNum=1318217032729&Opt=0"
"19933DLGRCPOBOX","THE PICTSWEET CO - BRIDGEVILLE DE PLANT (NA)","18215 WESLEY CHURCH RD, BRIDGEVILLE,DE 19933","Ammonia","311411: Frozen Fruit, Juice, and Vegetable Manufacturing","2014","900.00","200.00","-77.78","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or proceduresSource Reduction: W36: Implemented inspection or monitoring program of potential spill or leak sources","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=19933DLGRCPOBOX&ChemicalId=0007664417&ReportingYear=2014&DocCtrlNum=1314212459489&Opt=0"
"17557VCTRF403SO","TYSON POULTRY INC-NEW HOLLAND COMPLEX (TYSON FOODS INC)","403 S CUSTER AVE, NEW HOLLAND,PA 17557","Peracetic acid","311615: Poultry Processing","2020","3,400.00","760.00","-77.65","Source Reduction: W52: Modified equipment, layout, or piping","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=17557VCTRF403SO&ChemicalId=0000079210&ReportingYear=2020&DocCtrlNum=1320218881934&Opt=0"
"51442FRMLNINDUS","SMITHFIELD FRESH MEATS CORP-DENISON (UNITED GLOBAL FOODS US HOLDINGS INC)","800 INDUSTRIAL DR, DENISON,IA 51442","Ammonia","311611: Animal (except Poultry) Slaughtering","2013","96,355.00","22,111.00","-77.05","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or proceduresSource Reduction: W36: Implemented inspection or monitoring program of potential spill or leak sources","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=51442FRMLNINDUS&ChemicalId=0007664417&ReportingYear=2013&DocCtrlNum=1313213131218&Opt=0"
"37127GNRLM2695S","GENERAL MILLS OPERATIONS INC YOPLAIT DIV (GENERAL MILLS INC)","2695 GENERAL MILLS WAY, MURFREESBORO,TN 37127","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311511: Fluid Milk Manufacturing","2019","4,899.79","1,124.76","-77.04","Source Reduction: W52: Modified equipment, layout, or piping - In 2015 the WWTP at the site went through a major update project which installed an anaerobic digester.  This upgrade increased process efficiency thereby reducing sludge sent off site. Methods to Identify SR Opportunities: T11 : OTHER - Cost savings projectMethods to Identify SR Opportunities: T10 : VENDOR ASSISTANCE - Coordination with Indian Hills Golf Course to receive effluent.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=37127GNRLM2695S&ChemicalId=N511&ReportingYear=2019&DocCtrlNum=1319218358327&Opt=0"
"28392CRLNFHWY87","SMITHFIELD-TAR HEEL (UNITED GLOBAL FOODS US HOLDINGS INC)","15855 HWY 87 WEST, TAR HEEL,NC 28392","Ammonia","311611: Animal (except Poultry) Slaughtering","2016","141,257.31","32,667.00","-76.87","Source Reduction: W52: Modified equipment, layout, or piping - New condensing towers are directly affecting fugitive releases. Less ammonia was required to be purchased in 2016 than 2015. Methods to Identify SR Opportunities: T04 : PARTICIPATIVE TEAM MANAGEMENT - Company PSM audits result in equipment updates and replacements","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=28392CRLNFHWY87&ChemicalId=0007664417&ReportingYear=2016&DocCtrlNum=1316215752104&Opt=0"
"56347CNTRLHWY71","CENTRAL BI-PRODUCTS (FARMERS UNION INDUSTRIES LLC)","25498 HIGHWAY 71 N, LONG PRAIRIE,MN 56347","Ammonia","311613: Rendering and Meat Byproduct Processing","2016","384,157.60","90,770.00","-76.37","Source Reduction: W32: Improved procedures for loading, unloading, and transfer operationsSource Reduction: W63: Modified containment procedures for cleaning units","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=56347CNTRLHWY71&ChemicalId=0007664417&ReportingYear=2016&DocCtrlNum=1316215170515&Opt=0"
"67213FRMLN2323S","SMITHFIELD PACKAGED MEATS CORP-WICHITA (UNITED GLOBAL FOODS US HOLDINGS INC)","2323 S SHERIDAN, WICHITA,KS 67213","Ammonia","311612: Meat Processed from Carcasses","2018","19,429.90","4,684.00","-75.89","Source Reduction: W52: Modified equipment, layout, or piping - equipment replaced after heat exchanger failure Methods to Identify SR Opportunities: T10 : VENDOR ASSISTANCE - replaced some ammonia refrigeration system components due to water contamination from a heat exchanger failure","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=67213FRMLN2323S&ChemicalId=0007664417&ReportingYear=2018&DocCtrlNum=1318217079591&Opt=0"
"62526DMCRN4666F","ADM DECATUR COMPLEX (ARCHER DANIELS MIDLAND CO)","4666 FARIES PKWY E, DECATUR,IL 625265666","Arsenic compounds","311221: Wet Corn Milling","2015","37,634.00","9,091.00","-75.84","Source Reduction: W58: Other process modifications - Ended lactic acid production mid-2015 Methods to Identify SR Opportunities: T11 : OTHER - Ended lactic acid production mid-2015","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=62526DMCRN4666F&ChemicalId=N020&ReportingYear=2015&DocCtrlNum=1315214152237&Opt=0"
"44062MDDLF15815","ROTHENBUHLER CHEESEMAKERS (ROTHENBUHLER CHEESEMAKERS INC)","15815 NAUVOO RD, MIDDLEFIELD,OH 44062","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311513: Cheese Manufacturing","2018","140,253.00","33,959.00","-75.79","Source Reduction: W58: Other process modifications[-15-24%] - Wastewater treatment process improvements to reduce the nitrogen content in the effluent water.  Reduction in nitrates in wastewater treatment effluent is expected in future years.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=44062MDDLF15815&ChemicalId=N511&ReportingYear=2018&DocCtrlNum=1318216849051&Opt=0"
"52761GRNPR1600O","GRAIN PROCESSING CORP (KENT CORP)","1600 OREGON ST, MUSCATINE,IA 52761","Acrolein","311221: Wet Corn Milling","2017","19,496.39","4,723.00","-75.78","Source Reduction: W50: Optimized reaction conditions or otherwise increased efficiency of synthesis - Move to new fermentation system to reduce non target congeners Methods to Identify SR Opportunities: T03 : MATERIALS BALANCE AUDITS - Engineering is targeting improved production of clean alcohol","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=52761GRNPR1600O&ChemicalId=0000107028&ReportingYear=2017&DocCtrlNum=1317216066769&Opt=0"
"60501CRNPR6400A","INGREDION INC ARGO PLANT (INGREDION INC)","6400 S ARCHER AVE, BEDFORD PARK,IL 60501","Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)","311221: Wet Corn Milling","2021","86,399.00","22,000.00","-74.54","Source Reduction: S01: Substituted a fuel - Switched from coal to gas on a boiler  Source Reduction: Switched from coal to gas on a boiler","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=60501CRNPR6400A&ChemicalId=0007647010&ReportingYear=2021&DocCtrlNum=1321219728957&Opt=0"
"22824RCCFRRTE42","GEORGE'S CHICKEN LLC (GEORGE'S INC)","19992 SENEDO RD, EDINBURG,VA 22824","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311615: Poultry Processing","2013","99,800.00","25,600.00","-74.35","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures - Refined operational procedures Methods to Identify SR Opportunities: T05 : EMPLOYEE RECOMMENDATION (INDEPENDENT OF A FORMAL COMPANY PROGRAM) - Lead operator refined operational procedures   Source Reduction: Lead operator made operational changes within the operations and management plan that resulted in significant improvements in the operation of the biological treatment process.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=22824RCCFRRTE42&ChemicalId=N511&ReportingYear=2013&DocCtrlNum=1313211164266&Opt=0"
"07114RHSKR131MA","AAK USA INC PORT NEWARK (AARHUSKARLSHAMN USA)","131 MARSH ST, NEWARK,NJ 07114","Nickel compounds","311225: Fats and Oils Refining and Blending","2015","21,472.00","5,548.00","-74.16","Source Reduction: W50: Optimized reaction conditions or otherwise increased efficiency of synthesis[-0-4%]","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=07114RHSKR131MA&ChemicalId=N495&ReportingYear=2015&DocCtrlNum=1315213967641&Opt=0"
"54129SRGNN46S8T","SARGENTO FOODS INC - HILBERT (SARGENTO FOODS INC.)","460 S 8TH ST, HILBERT,WI 54129","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311513: Cheese Manufacturing","2014","1,747.30","471.60","-73.01","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures[-50-99%] - Reduced the amount of wastewater treatment chemical used.  Other Environmental Practices: Waste Treatment  - Equipment for adding wastewater treatment chemicals was calibrated. Tests were performed to identify minimum amount of chemical that would produce desired results.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=54129SRGNN46S8T&ChemicalId=N511&ReportingYear=2014&DocCtrlNum=1314212770681&Opt=0"
"97914RDFDS175NE","J.R. SIMPLOT CO (J.R.SIMPLOT CO)","175 NE 6TH AVE, ONTARIO,OR 97914","Ammonia","311411: Frozen Fruit, Juice, and Vegetable Manufacturing","2013","58,023.00","15,882.00","-72.63","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures  Source Reduction: improved maintenance procedures","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=97914RDFDS175NE&ChemicalId=0007664417&ReportingYear=2013&DocCtrlNum=1313211173873&Opt=0"
"98661CHRCH6211N","CHURCH & DWIGHT CO INC VANCOUVER FACILITY (CHURCH & DWIGHT CO. INC.)","6211 NE CAMPUS DR, VANCOUVER,WA 98661","Zinc compounds","311340: Nonchocolate Confectionery Manufacturing","2014","78.00","21.36","-72.62","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures[-0-4%]Source Reduction: W54: Instituted better controls on operating bulk containers to minimize discarding[-0-4%]Source Reduction: W58: Other process modifications[-0-4%]  Source Reduction: Church & Dwight implemented many process improvement in 2014 to increase product quality, process efficiencies and minimize waste.  These efforts drastically reduce the amount of waste product in 2014.  Directly impacting the amount of zinc compounds entering the environment.Church & Dwight also improved its percentages by focusing on recycling and repurposing it's waste instead of sending it to the POTW.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=98661CHRCH6211N&ChemicalId=N982&ReportingYear=2014&DocCtrlNum=1314212779577&Opt=0"
"68333FRMLNPOBOX","SMITHFIELD FRESH MEATS CORP-CRETE (UNITED GLOBAL FOODS US HOLDINGS INC)","2223 INDUSTRIAL RD, CRETE,NE 68333","Ammonia","311611: Animal (except Poultry) Slaughtering","2014","56,900.00","15,653.00","-72.49","Source Reduction: W33: Installed overflow alarms or automatic shutoff valves[-0-4%] Methods to Identify SR Opportunities: T02 : EXTERNAL POLLUTION PREVENTION OPPORTUNITY AUDIT(S) - Replaced/upgraded SRVs on ammonia system.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=68333FRMLNPOBOX&ChemicalId=0007664417&ReportingYear=2014&DocCtrlNum=1314212636587&Opt=0"
"55368BNGRD13200","BONGARDS' CREAMERIES (NA)","13200 COUNTY RD 51, NORWOOD,MN 55368","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311513: Cheese Manufacturing","2020","141.00","39.30","-72.13","Source Reduction: W71: Other cleaning and degreasing modifications - Longer production runs equated to less cleaning activities. Methods to Identify SR Opportunities: T11 : OTHER - Verified longer production runs.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=55368BNGRD13200&ChemicalId=N511&ReportingYear=2020&DocCtrlNum=1320219173782&Opt=0"
"18964MYRPC741SO","JBS SOUDERTON INC - RENDERING DIV (JBS USA FOOD CO)","741 SOUDER RD, SOUDERTON,PA 18964","Ammonia","311613: Rendering and Meat Byproduct Processing","2021","7,326.70","2,066.20","-71.8","Source Reduction: S24: Modified or updated equipment or layout - Update in the aeration system in one of the aeration basins. Changed old diffusers for fine bubble diffusers and new distribution pipes. Methods to Identify SR Opportunities: T11 : OTHER - Process improvement through more efficient equipment   Source Reduction: Update in the aeration system in one of the aeration basins. Changed old diffusers for fine bubble diffusers and new distribution pipes.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=18964MYRPC741SO&ChemicalId=0007664417&ReportingYear=2021&DocCtrlNum=1321219837465&Opt=0"
"31823CGLSNPOBOX","KOCH FOODS OF PINE MOUNTAIN VALLEY (KOCH FOODS INC)","14075 HWY 116, PINE MOUNTAIN VALLEY,GA 31823","Ammonia","311615: Poultry Processing","2017","64,700.00","18,819.00","-70.91","Source Reduction: W71: Other cleaning and degreasing modifications[-25-49%] - Addition of a DAF Methods to Identify SR Opportunities: T10 : VENDOR ASSISTANCE - Testing ammonia in house with new lab equipment   Other Environmental Practices: Waste Treatment  - Extended aeration cycles to separate decant into 2 cycles eliminate ammoniaSource Reduction: Source Reduction  - Extend aeration and monitor ammonia level during decant phaseSource Reduction: Methods for Identifying Pollution Prevention Opportunities  - Monitoring decant cycle and checking ammonia with new lab equipment","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=31823CGLSNPOBOX&ChemicalId=0007664417&ReportingYear=2017&DocCtrlNum=1317216531830&Opt=0"
"59107WSTRN3020S","WESTERN SUGAR COOPERATIVE.130130 (WESTERN SUGAR COOPERATIVE)","3020 STATE AVE, BILLINGS,MT 59101","Ammonia","311313: Beet Sugar Manufacturing","2020","112,169.00","32,694.60","-70.85","Source Reduction: W19: Other changes in operating practices[-50-99%] - Beet and storage quality improved, leading to less deterioration. Methods to Identify SR Opportunities: T11 : OTHER - Beet and storage quality improved, leading to less deterioration.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=59107WSTRN3020S&ChemicalId=0007664417&ReportingYear=2020&DocCtrlNum=1320219346018&Opt=0"
"56308NRTHR601TH","SUNOPTA GRAINS & FOODS (SUNOPTA INC)","601 3RD AVE W, ALEXANDRIA,MN 56308","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311224: Soybean and Other Oilseed Processing","2019","5,384.30","1,573.20","-70.78","Source Reduction: W71: Other cleaning and degreasing modifications[-50-99%] - Switched acid type that contains less nitric acid. Methods to Identify SR Opportunities: T10 : VENDOR ASSISTANCE - New chemical supplier   Source Reduction: Source Reduction  - Changed chemical type that is a nitric blend, thus using less nitric acid.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=56308NRTHR601TH&ChemicalId=N511&ReportingYear=2019&DocCtrlNum=1319217987991&Opt=0"
"80701XCLCR1505E","CARGILL MEAT SOLUTIONS CORP (CARGILL INC)","1505 E BURLINGTON AVE, FORT MORGAN,CO 80701","Ammonia","311611: Animal (except Poultry) Slaughtering","2021","41,223.00","12,108.00","-70.63","Source Reduction: S23: Implemented new technology, technique, or process - Better training and handling test and sampling.  Source Reduction: Better training and handling test and sampling.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=80701XCLCR1505E&ChemicalId=0007664417&ReportingYear=2021&DocCtrlNum=1321219762299&Opt=0"
"62526DMCRN4666F","ADM DECATUR COMPLEX (ARCHER DANIELS MIDLAND CO)","4666 FARIES PKWY E, DECATUR,IL 625265666","Selenium","311221: Wet Corn Milling","2015","39,237.00","11,625.00","-70.37","Source Reduction: W52: Modified equipment, layout, or piping - Lactic acid production discontinued mid-2015 Methods to Identify SR Opportunities: T11 : OTHER - Lactic acid production discontinued mid-2015","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=62526DMCRN4666F&ChemicalId=0007782492&ReportingYear=2015&DocCtrlNum=1315214152439&Opt=0"
"7860WDRLNG264FA","DARLING INGREDIENTS INC. (DARLING INGREDIENTS INC)","264 FM-2336, BASTROP,TX 78602","Ammonia","311613: Rendering and Meat Byproduct Processing","2021","19,364.00","5,757.00","-70.27","Source Reduction: S22: Instituted recirculation within a process - Wastewater is recirculated and treated throughout the process to reduce ammonia  Source Reduction: Wastewater is recirculated and treated throughout the process to reduce ammonia","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=7860WDRLNG264FA&ChemicalId=0007664417&ReportingYear=2021&DocCtrlNum=1321220086514&Opt=0"
"62526DMCRN4666F","ADM DECATUR COMPLEX (ARCHER DANIELS MIDLAND CO)","4666 FARIES PKWY E, DECATUR,IL 625265666","Mercury","311221: Wet Corn Milling","2016","711.00","222.72","-68.68","Methods to Identify SR Opportunities: T11 : OTHER - Shut down of lactic acid process in one plant","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=62526DMCRN4666F&ChemicalId=0007439976&ReportingYear=2016&DocCtrlNum=1316215700927&Opt=0"
"49007KLSCN3713W","KALSEC INC (NA)","3713 W MAIN ST, KALAMAZOO,MI 49006","n-Hexane","311942: Spice and Extract Manufacturing","2015","63,623.16","20,034.00","-68.51","Source Reduction: W42: Substituted raw materials[-50-99%]","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=49007KLSCN3713W&ChemicalId=0000110543&ReportingYear=2015&DocCtrlNum=1315214361545&Opt=0"
"13815SHFFLWOODS","KERRY INC (KERRY INC)","158 STATE HWY 320, NORWICH,NY 13815","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311999: All Other Miscellaneous Food Manufacturing","2019","114,478.00","36,920.00","-67.75","Source Reduction: W89: Other product modifications[-25-49%] - Brought in another production line that caused significant decreases in Nitrates. Methods to Identify SR Opportunities: T11 : OTHER - Brought back a legacy product.   Other Environmental Practices: General Environmental Management  - The site tracks nitrogen as part of an environmental management plan.Other Environmental Practices: Waste Treatment  - Site has an on-site WWTP that will undergo permit changes in the next 5 years requiring nutrient removal.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=13815SHFFLWOODS&ChemicalId=N511&ReportingYear=2019&DocCtrlNum=1319217963851&Opt=0"
"17026KYSTNCHEST","KEYSTONE PROTEIN CO (SECHLER FAMILY FOODS)","568 CHESTNUT HILL RD, FREDERICKSBURG,PA 17026","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311613: Rendering and Meat Byproduct Processing","2021","279,243.00","91,516.00","-67.23","Source Reduction: S23: Implemented new technology, technique, or process - The wastewater treatment plant added several new upgrades at the beginning of 2021, and then again at the end of 2021. Methods to Identify SR Opportunities: T11 : OTHER - The building on to WWTP helped to reduce nitrates by allowing more detention time in the system.   Source Reduction: The wastewater treatment plant added several new upgrades at the beginning of 2021, and then again at the end of 2021.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=17026KYSTNCHEST&ChemicalId=N511&ReportingYear=2021&DocCtrlNum=1321220174611&Opt=0"
"95540HMBLD572HW","CRYSTAL CREAMERY INC. DBA HUMBOLDT CREAMERY (CRYSTAL CREAMERY INC.)","572 STATE HIGHWAY 1, FORTUNA,CA 95540","Nitrate compounds (water dissociable; reportable only when in aqueous solution)","311520: Ice Cream and Frozen Dessert Manufacturing","2017","98,070.00","32,287.00","-67.08","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or procedures[-50-99%]","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=95540HMBLD572HW&ChemicalId=N511&ReportingYear=2017&DocCtrlNum=1317216279430&Opt=0"
"68731BPNCXHIGHW","TYSON FRESH MEATS INC (TYSON FOODS INC)","1131 DAKOTA AVENUE, DAKOTA CITY,NE 68731","Certain glycol ethers","311611: Animal (except Poultry) Slaughtering","2015","15.00","5.00","-66.67","Source Reduction: W43: Substituted a feedstock or reagent chemical with a different chemical","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=68731BPNCXHIGHW&ChemicalId=N230&ReportingYear=2015&DocCtrlNum=1315214112512&Opt=0"
"48422MCHGN159SO","MICHIGAN SUGAR CO-CROSW ELL FACTORY (MICHIGAN SUGAR CO)","159 S HOWARD, CROSWELL,MI 48422","Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)","311313: Beet Sugar Manufacturing","2015","500.00","167.00","-66.6","Source Reduction: W58: Other process modifications Methods to Identify SR Opportunities: T11 : OTHER - Replaced coal fired boilers with Natural Gas boiler; eliminating the generation","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=48422MCHGN159SO&ChemicalId=0007647010&ReportingYear=2015&DocCtrlNum=1315214036891&Opt=0"
"33853CTRSW650US","FLORIDA'S NATURAL GROWERS INC. (NA)","20205 US HWY 27, LAKE WALES,FL 33853","Ammonia","311421: Fruit and Vegetable Canning","2018","11,840.00","3,969.00","-66.48","Source Reduction: W13: Improved maintenance scheduling, recordkeeping, or proceduresSource Reduction: W52: Modified equipment, layout, or piping","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=33853CTRSW650US&ChemicalId=0007664417&ReportingYear=2018&DocCtrlNum=1318218807814&Opt=0"
"86004RLSTN4700E","NESTLE PURINA PETCARE CO (NESTLE PURINA PETCARE CO)","4700 E NESTLE PURINA AVE, FLAGSTAFF,AZ 86004","Zinc compounds","311111: Dog and Cat Food Manufacturing","2019","1,670.00","560.10","-66.46","Source Reduction: W19: Other changes in operating practices - Food waste reduction activities.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=86004RLSTN4700E&ChemicalId=N982&ReportingYear=2019&DocCtrlNum=1319218165708&Opt=0"
"52641MTPLS2225E","WEST LIBERTY FOODS MOUNT PLEASANT (WEST LIBERTY FOODS LLC)","2225 E COMMERCE DR, MOUNT PLEASANT,IA 52641","Ammonia","311615: Poultry Processing","2020","3,379.00","1,142.00","-66.2","Source Reduction: W52: Modified equipment, layout, or piping[-0-4%] - Facility replaced a condenser with a new unit","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=52641MTPLS2225E&ChemicalId=0007664417&ReportingYear=2020&DocCtrlNum=1320218955639&Opt=0"
"52406CRGLL17101","CARGILL INC CORN MILLING (CARGILL INC)","1710 16TH ST SE, CEDAR RAPIDS,IA 52401","Lead compounds","311221: Wet Corn Milling","2016","17.51","5.94","-66.08","Source Reduction: W52: Modified equipment, layout, or piping[-50-99%] - Replaced boiler to change fuel from coal to natural gas.","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=52406CRGLL17101&ChemicalId=N420&ReportingYear=2016&DocCtrlNum=1316215184060&Opt=0"
"52761GRNPR1600O","GRAIN PROCESSING CORP (KENT CORP)","1600 OREGON ST, MUSCATINE,IA 52761","Methanol","311221: Wet Corn Milling","2017","39,476.00","13,424.00","-65.99","Source Reduction: W50: Optimized reaction conditions or otherwise increased efficiency of synthesis","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=52761GRNPR1600O&ChemicalId=0000067561&ReportingYear=2017&DocCtrlNum=1317216066845&Opt=0"
"28170CRLNBLITTL","VALLEY PROTEINS INC - WADESBORO FACILITY (VALLEY PROTEINS INC)","656 LITTLE DUNCAN RD, WADESBORO,NC 28170","Ammonia","311613: Rendering and Meat Byproduct Processing","2014","707.00","242.40","-65.71","Source Reduction: W50: Optimized reaction conditions or otherwise increased efficiency of synthesis","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=28170CRLNBLITTL&ChemicalId=0007664417&ReportingYear=2014&DocCtrlNum=1314211944691&Opt=0"
"41042GVDNF95SAM","GIVAUDAN FLAVORS CORP (GIVAUDAN US INC)","9500 SAM NEACE DR, FLORENCE,KY 41042","Nitric acid","311999: All Other Miscellaneous Food Manufacturing","2016","644.00","222.80","-65.4","Source Reduction: Switched cleaning chemicals within the plan.  As a result, less nitric acid is consumed during cleaning","//enviro.epa.gov/enviro/P2_EF_Query.p2_report?FacilityId=41042GVDNF95SAM&ChemicalId=0007697372&ReportingYear=2016&DocCtrlNum=1316215313154&Opt=0"
